profile_id,portfolio_id,rank,match_score,reasoning
44,4,1,2.241,"Given Profile 44's 26-35 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 15-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
44,29,2,2.2093,"Given Profile 44's 26-35 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 15-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
44,39,3,2.2092,"Given Profile 44's 26-35 age, 50001-100000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 15-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
45,4,1,2.0755,"Given Profile 45's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 38-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
45,29,2,2.051,"Given Profile 45's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 38-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
45,39,3,2.0504,"Given Profile 45's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 38-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
46,15,1,1.655,"For Profile 46 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 18-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
46,30,2,1.6372,"For Profile 46 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 18-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
46,43,3,1.6366,"For Profile 46 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 18-year timeframe. Their low risk tolerance and moderate liquidity needs are well-addressed."
47,4,1,2.424,"Given Profile 47's 46-55 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
47,29,2,2.3924,"Given Profile 47's 46-55 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
47,39,3,2.3923,"Given Profile 47's 46-55 age, 25001-50000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 27-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
48,4,1,2.4225,"Given Profile 48's 36-45 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
48,29,2,2.3908,"Given Profile 48's 36-45 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
48,39,3,2.3908,"Given Profile 48's 36-45 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 28-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
49,4,1,2.2389,"Given Profile 49's 18-25 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
49,29,2,2.2072,"Given Profile 49's 18-25 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
49,39,3,2.2072,"Given Profile 49's 18-25 age, 0-25000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 18-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
50,3,1,1.5252,"This Very Low risk portfolio is recommended due to Profile 50's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
50,48,2,1.5129,"This Very Low risk portfolio is recommended due to Profile 50's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
50,10,3,1.4479,"This Very Low risk portfolio is recommended due to Profile 50's 56-65 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
51,3,1,1.545,"This Very Low risk portfolio is recommended due to Profile 51's 46-55 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
51,48,2,1.5327,"This Very Low risk portfolio is recommended due to Profile 51's 46-55 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
51,10,3,1.4677,"This Very Low risk portfolio is recommended due to Profile 51's 46-55 age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 9-year investment horizon."
52,3,1,1.5111,"This Very Low risk portfolio is recommended due to Profile 52's 26-35 age, 50001-100000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
52,48,2,1.4989,"This Very Low risk portfolio is recommended due to Profile 52's 26-35 age, 50001-100000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
52,10,3,1.4338,"This Very Low risk portfolio is recommended due to Profile 52's 26-35 age, 50001-100000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 7-year investment horizon."
